frames,interpolated,manual_tracker_fix,measurement_x,measurement_y,objid,pixel_height,pixel_width,position_x,position_y
1,,True,391,196,,215,553,391,196
2,,True,391,196,,215,553,391,196
3,,True,391,196,,215,553,391,196
4,,True,391,196,,215,553,391,196
5,,True,391,196,,215,553,391,196
6,,True,391,196,,215,553,391,196
7,,True,391,196,,215,553,391,196
8,,True,391,196,,215,553,391,196
9,,True,391,196,,215,553,391,196
10,,True,391,196,,215,553,391,196
11,,True,391,196,,215,553,391,196
12,,True,391,196,,215,553,391,196
13,,True,391,196,,215,553,391,196
14,,True,391,196,,215,553,391,196
15,,True,391,196,,215,553,391,196
16,,True,391,196,,215,553,391,196
17,,True,391,196,,215,553,391,196
18,,True,391,196,,215,553,391,196
19,,True,391,196,,215,553,391,196
20,,True,391,196,,215,553,391,196
21,,True,391,196,,215,553,391,196
22,,True,391,196,,215,553,391,196
23,,True,391,196,,215,553,391,196
24,,True,391,196,,215,553,391,196
25,,True,391,196,,215,553,391,196
26,,True,391,196,,215,553,391,196
27,,True,391,196,,215,553,391,196
28,,True,391,196,,215,553,391,196
29,,True,391,196,,215,553,391,196
30,,True,391,196,,215,553,391,196
31,,True,391,196,,215,553,391,196
32,,True,391,196,,215,553,391,196
33,,True,391,196,,215,553,391,196
34,,True,391,196,,215,553,391,196
35,,True,391,196,,215,553,391,196
36,,True,391,196,,215,553,391,196
37,,True,391,196,,215,553,391,196
38,,True,391,196,,215,553,391,196
39,,True,391,196,,215,553,391,196
40,,True,391,196,,215,553,391,196
41,,True,391,196,,215,553,391,196
42,,True,391,196,,215,553,391,196
43,,True,391,196,,215,553,391,196
44,,True,391,196,,215,553,391,196
45,,True,391,196,,215,553,391,196
46,,True,391,196,,215,553,391,196
47,,True,391,196,,215,553,391,196
48,,True,391,196,,215,553,391,196
49,,True,391,196,,215,553,391,196
50,,True,391,196,,215,553,391,196
51,,True,391,196,,215,553,391,196
52,,True,391,196,,215,553,391,196
53,,True,391,196,,215,553,391,196
54,,True,391,196,,215,553,391,196
55,,True,391,196,,215,553,391,196
56,,True,391,196,,215,553,391,196
57,,True,391,196,,215,553,391,196
58,,True,391,196,,215,553,391,196
59,,True,391,196,,215,553,391,196
60,,True,391,196,,215,553,391,196
61,,True,391,196,,215,553,391,196
62,,True,391,196,,215,553,391,196
63,,True,391,196,,215,553,391,196
64,,True,391,196,,215,553,391,196
65,,True,391,196,,215,553,391,196
66,,True,391,196,,215,553,391,196
67,,True,391,196,,215,553,391,196
68,,True,391,196,,215,553,391,196
69,,True,391,196,,215,553,391,196
70,,True,391,196,,215,553,391,196
71,,True,391,196,,215,553,391,196
72,,True,391,196,,215,553,391,196
73,,True,391,196,,215,553,391,196
74,,True,391,196,,215,553,391,196
75,,True,391,196,,215,553,391,196
76,,True,391,196,,215,553,391,196
77,,True,391,196,,215,553,391,196
78,,True,391,196,,215,553,391,196
79,,True,391,196,,215,553,391,196
80,,True,391,196,,215,553,391,196
81,,True,391,196,,215,553,391,196
82,,True,391,196,,215,553,391,196
83,,True,391,196,,215,553,391,196
84,,True,391,196,,215,553,391,196
85,,True,391,196,,215,553,391,196
86,,True,391,196,,215,553,391,196
87,,True,391,196,,215,553,391,196
88,,True,391,196,,215,553,391,196
89,,True,391,196,,215,553,391,196
90,,True,391,196,,215,553,391,196
91,,True,391,196,,215,553,391,196
92,,True,391,196,,215,553,391,196
93,,True,391,196,,215,553,391,196
94,,True,391,196,,215,553,391,196
95,,True,391,196,,215,553,391,196
96,,True,391,196,,215,553,391,196
97,,True,391,196,,215,553,391,196
98,,True,391,196,,215,553,391,196
99,,True,391,196,,215,553,391,196
100,,True,391,196,,215,553,391,196
101,,True,391,196,,215,553,391,196
102,,True,391,196,,215,553,391,196
103,,True,391,196,,215,553,391,196
104,,True,391,196,,215,553,391,196
105,,True,391,196,,215,553,391,196
106,,True,391,196,,215,553,391,196
107,,True,391,196,,215,553,391,196
108,,True,391,196,,215,553,391,196
109,,True,391,196,,215,553,391,196
110,,True,391,196,,215,553,391,196
111,,True,391,196,,215,553,391,196
112,,True,391,196,,215,553,391,196
113,,True,391,196,,215,553,391,196
114,,True,391,196,,215,553,391,196
115,,True,391,196,,215,553,391,196
116,,True,391,196,,215,553,391,196
117,,True,391,196,,215,553,391,196
118,,True,391,196,,215,553,391,196
119,,True,391,196,,215,553,391,196
120,,True,391,196,,215,553,391,196
121,,True,391,196,,215,553,391,196
122,,True,391,196,,215,553,391,196
123,,True,391,196,,215,553,391,196
124,,True,391,196,,215,553,391,196
125,,True,391,196,,215,553,391,196
126,,True,391,196,,215,553,391,196
127,,True,391,196,,215,553,391,196
128,,True,391,196,,215,553,391,196
129,,True,391,196,,215,553,391,196
130,,True,391,196,,215,553,391,196
131,,True,391,196,,215,553,391,196
132,,True,391,196,,215,553,391,196
133,,True,391,196,,215,553,391,196
134,,True,391,196,,215,553,391,196
135,,True,391,196,,215,553,391,196
136,,True,391,196,,215,553,391,196
137,,True,391,196,,215,553,391,196
138,,True,391,196,,215,553,391,196
139,,True,391,196,,215,553,391,196
140,,True,391,196,,215,553,391,196
141,,True,391,196,,215,553,391,196
142,,True,391,196,,215,553,391,196
143,,True,391,196,,215,553,391,196
144,,True,391,196,,215,553,391,196
145,,True,391,196,,215,553,391,196
146,,True,391,196,,215,553,391,196
147,,True,391,196,,215,553,391,196
148,,True,391,196,,215,553,391,196
149,,True,391,196,,215,553,391,196
150,,True,391,196,,215,553,391,196
151,,True,391,196,,215,553,391,196
152,,True,391,196,,215,553,391,196
153,,True,391,196,,215,553,391,196
154,,True,391,196,,215,553,391,196
155,,True,391,196,,215,553,391,196
156,,True,391,196,,215,553,391,196
157,,True,391,196,,215,553,391,196
158,,True,391,196,,215,553,391,196
159,,True,391,196,,215,553,391,196
160,,True,391,196,,215,553,391,196
161,,True,391,196,,215,553,391,196
162,,True,391,196,,215,553,391,196
163,,True,391,196,,215,553,391,196
164,,True,391,196,,215,553,391,196
165,,True,391,196,,215,553,391,196
166,,True,391,196,,215,553,391,196
167,,True,391,196,,215,553,391,196
168,,True,391,196,,215,553,391,196
169,,True,391,196,,215,553,391,196
170,,True,391,196,,215,553,391,196
171,,True,391,196,,215,553,391,196
172,,True,391,196,,215,553,391,196
173,,True,391,196,,215,553,391,196
174,,True,391,196,,215,553,391,196
175,,True,391,196,,215,553,391,196
176,,True,391,196,,215,553,391,196
177,,True,391,196,,215,553,391,196
178,,True,391,196,,215,553,391,196
179,,True,391,196,,215,553,391,196
180,,True,391,196,,215,553,391,196
181,,True,391,196,,215,553,391,196
182,,True,391,196,,215,553,391,196
183,,True,391,196,,215,553,391,196
184,,True,391,196,,215,553,391,196
185,,True,391,196,,215,553,391,196
186,,True,391,196,,215,553,391,196
187,,True,391,196,,215,553,391,196
188,,True,391,196,,215,553,391,196
189,,True,391,196,,215,553,391,196
190,,True,391,196,,215,553,391,196
191,,True,391,196,,215,553,391,196
192,,True,391,196,,215,553,391,196
193,,True,391,196,,215,553,391,196
194,,True,391,196,,215,553,391,196
195,,True,391,196,,215,553,391,196
196,,True,391,196,,215,553,391,196
197,,True,391,196,,215,553,391,196
198,,True,391,196,,215,553,391,196
199,,True,391,196,,215,553,391,196
200,,True,391,196,,215,553,391,196
201,,True,391,196,,215,553,391,196
202,,True,391,196,,215,553,391,196
203,,True,391,196,,215,553,391,196
204,,True,391,196,,215,553,391,196
205,,True,391,196,,215,553,391,196
206,,True,391,196,,215,553,391,196
207,,True,391,196,,215,553,391,196
208,,True,391,196,,215,553,391,196
209,,True,391,196,,215,553,391,196
210,,True,391,196,,215,553,391,196
211,,True,391,196,,215,553,391,196
212,,True,391,196,,215,553,391,196
213,,True,391,196,,215,553,391,196
214,,True,391,196,,215,553,391,196
215,,True,391,196,,215,553,391,196
216,,True,391,196,,215,553,391,196
217,,True,391,196,,215,553,391,196
218,,True,391,196,,215,553,391,196
219,,True,391,196,,215,553,391,196
220,,True,391,196,,215,553,391,196
221,,True,391,196,,215,553,391,196
222,,True,391,196,,215,553,391,196
223,,True,391,196,,215,553,391,196
224,,True,391,196,,215,553,391,196
225,,True,391,196,,215,553,391,196
226,,True,391,196,,215,553,391,196
227,,True,391,196,,215,553,391,196
228,,True,391,196,,215,553,391,196
229,,True,391,196,,215,553,391,196
230,,True,391,196,,215,553,391,196
231,,True,391,196,,215,553,391,196
232,,True,391,196,,215,553,391,196
233,,True,391,196,,215,553,391,196
234,,True,391,196,,215,553,391,196
235,,True,391,196,,215,553,391,196
236,,True,391,196,,215,553,391,196
237,,True,391,196,,215,553,391,196
238,,True,391,196,,215,553,391,196
239,,True,391,196,,215,553,391,196
240,,True,391,196,,215,553,391,196
241,,True,391,196,,215,553,391,196
242,,True,391,196,,215,553,391,196
243,,True,391,196,,215,553,391,196
244,,True,391,196,,215,553,391,196
245,,True,391,196,,215,553,391,196
246,,True,391,196,,215,553,391,196
247,,True,391,196,,215,553,391,196
248,,True,391,196,,215,553,391,196
249,,True,391,196,,215,553,391,196
250,,True,391,196,,215,553,391,196
251,,True,391,196,,215,553,391,196
252,,True,391,196,,215,553,391,196
253,,True,391,196,,215,553,391,196
254,,True,391,196,,215,553,391,196
255,,True,391,196,,215,553,391,196
256,,True,391,196,,215,553,391,196
257,,True,391,196,,215,553,391,196
258,,True,391,196,,215,553,391,196
259,,True,391,196,,215,553,391,196
260,,True,391,196,,215,553,391,196
261,,True,391,196,,215,553,391,196
262,,True,391,196,,215,553,391,196
263,,True,391,196,,215,553,391,196
264,,True,391,196,,215,553,391,196
265,,True,391,196,,215,553,391,196
266,,True,391,196,,215,553,391,196
267,,True,391,196,,215,553,391,196
268,,True,391,196,,215,553,391,196
269,,True,391,196,,215,553,391,196
270,,True,391,196,,215,553,391,196
271,,True,391,196,,215,553,391,196
272,,True,391,196,,215,553,391,196
273,,True,391,196,,215,553,391,196
274,,True,391,196,,215,553,391,196
275,,True,391,196,,215,553,391,196
276,,True,391,196,,215,553,391,196
277,,True,391,196,,215,553,391,196
278,,True,391,196,,215,553,391,196
279,,True,391,196,,215,553,391,196
280,,True,391,196,,215,553,391,196
281,,True,391,196,,215,553,391,196
282,,True,391,196,,215,553,391,196
283,,True,391,196,,215,553,391,196
284,,True,391,196,,215,553,391,196
285,,True,391,196,,215,553,391,196
286,,True,391,196,,215,553,391,196
287,,True,391,196,,215,553,391,196
288,,True,391,196,,215,553,391,196
289,,True,391,196,,215,553,391,196
290,,True,391,196,,215,553,391,196
291,,True,391,196,,215,553,391,196
292,,True,391,196,,215,553,391,196
293,,True,391,196,,215,553,391,196
294,,True,391,196,,215,553,391,196
295,,True,391,196,,215,553,391,196
296,,True,391,196,,215,553,391,196
297,,True,391,196,,215,553,391,196
298,,True,391,196,,215,553,391,196
299,,True,391,196,,215,553,391,196
300,,True,391,196,,215,553,391,196
301,,True,391,196,,215,553,391,196
302,,True,391,196,,215,553,391,196
303,,True,391,196,,215,553,391,196
304,,True,391,196,,215,553,391,196
305,,True,391,196,,215,553,391,196
306,,True,391,196,,215,553,391,196
307,,True,391,196,,215,553,391,196
308,,True,391,196,,215,553,391,196
309,,True,391,196,,215,553,391,196
310,,True,391,196,,215,553,391,196
311,,True,391,196,,215,553,391,196
312,,True,391,196,,215,553,391,196
313,,True,391,196,,215,553,391,196
314,,True,391,196,,215,553,391,196
315,,True,391,196,,215,553,391,196
316,,True,391,196,,215,553,391,196
317,,True,391,196,,215,553,391,196
318,,True,391,196,,215,553,391,196
319,,True,391,196,,215,553,391,196
320,,True,391,196,,215,553,391,196
321,,True,391,196,,215,553,391,196
322,,True,391,196,,215,553,391,196
323,,True,391,196,,215,553,391,196
324,,True,391,196,,215,553,391,196
325,,True,391,196,,215,553,391,196
326,,True,391,196,,215,553,391,196
327,,True,391,196,,215,553,391,196
328,,True,391,196,,215,553,391,196
329,,True,391,196,,215,553,391,196
330,,True,391,196,,215,553,391,196
331,,True,391,196,,215,553,391,196
332,,True,391,196,,215,553,391,196
333,,True,391,196,,215,553,391,196
334,,True,391,196,,215,553,391,196
335,,True,391,196,,215,553,391,196
336,,True,391,196,,215,553,391,196
337,,True,391,196,,215,553,391,196
338,,True,391,196,,215,553,391,196
339,,True,391,196,,215,553,391,196
340,,True,391,196,,215,553,391,196
341,,True,391,196,,215,553,391,196
342,,True,391,196,,215,553,391,196
343,,True,391,196,,215,553,391,196
344,,True,391,196,,215,553,391,196
345,,True,391,196,,215,553,391,196
346,,True,391,196,,215,553,391,196
347,,True,391,196,,215,553,391,196
348,,True,391,196,,215,553,391,196
349,,True,391,196,,215,553,391,196
350,,True,391,196,,215,553,391,196
351,,True,391,196,,215,553,391,196
352,,True,391,196,,215,553,391,196
353,,True,391,196,,215,553,391,196
354,,True,391,196,,215,553,391,196
355,,True,391,196,,215,553,391,196
356,,True,391,196,,215,553,391,196
357,,True,391,196,,215,553,391,196
358,,True,391,196,,215,553,391,196
359,,True,391,196,,215,553,391,196
360,,True,391,196,,215,553,391,196
361,,True,391,196,,215,553,391,196
362,,True,391,196,,215,553,391,196
363,,True,391,196,,215,553,391,196
364,,True,391,196,,215,553,391,196
365,,True,391,196,,215,553,391,196
366,,True,391,196,,215,553,391,196
367,,True,391,196,,215,553,391,196
368,,True,391,196,,215,553,391,196
369,,True,391,196,,215,553,391,196
370,,True,391,196,,215,553,391,196
371,,True,391,196,,215,553,391,196
372,,True,391,196,,215,553,391,196
373,,True,391,196,,215,553,391,196
374,,True,391,196,,215,553,391,196
375,,True,391,196,,215,553,391,196
376,,True,391,196,,215,553,391,196
377,,True,391,196,,215,553,391,196
378,,True,391,196,,215,553,391,196
379,,True,391,196,,215,553,391,196
380,,True,391,196,,215,553,391,196
381,,True,391,196,,215,553,391,196
382,,True,391,196,,215,553,391,196
383,,True,391,196,,215,553,391,196
384,,True,391,196,,215,553,391,196
385,,True,391,196,,215,553,391,196
386,,True,391,196,,215,553,391,196
387,,True,391,196,,215,553,391,196
388,,True,391,196,,215,553,391,196
389,,True,391,196,,215,553,391,196
390,,True,391,196,,215,553,391,196
391,,True,391,196,,215,553,391,196
392,,True,391,196,,215,553,391,196
393,,True,391,196,,215,553,391,196
394,,True,391,196,,215,553,391,196
395,,True,391,196,,215,553,391,196
396,,True,391,196,,215,553,391,196
397,,True,391,196,,215,553,391,196
398,,True,391,196,,215,553,391,196
399,,True,391,196,,215,553,391,196
400,,True,391,196,,215,553,391,196
401,,True,391,196,,215,553,391,196
402,,True,391,196,,215,553,391,196
403,,True,391,196,,215,553,391,196
404,,True,391,196,,215,553,391,196
405,,True,391,196,,215,553,391,196
406,,True,391,196,,215,553,391,196
407,,True,391,196,,215,553,391,196
408,,True,391,196,,215,553,391,196
409,,True,391,196,,215,553,391,196
410,,True,391,196,,215,553,391,196
411,,True,391,196,,215,553,391,196
412,,True,391,196,,215,553,391,196
413,,True,391,196,,215,553,391,196
414,,True,391,196,,215,553,391,196
415,,True,391,196,,215,553,391,196
416,,True,391,196,,215,553,391,196
417,,True,391,196,,215,553,391,196
